"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"4676",3.1,108,2006,292,0,26200,2,0,1,1,10,2,2745,8667,13823,19212,6.176,19.5,31.1,43.225,57250,0.6,52030,20
"4677",0,0,5545,885,2,19700,2,0,1,2,2,6,3278,12445,10415,9321,9.244,35.097,29.372,26.287,57250,0.6,52030,29
"4678",3.6,23,1582,324,0,24900,2,0,0,1,52,0,274381,339210,430266,249922,21.208,26.219,33.257,19.317,57250,0.6,52030,3
"4679",3.7,0,1161,194,0.5,17300,2,0,0,1,26,17,6055,10752,9645,4238,19.73,35.034,31.427,13.809,57250,0.6,52030,18
"4680",0,0,5545,885,2,19700,2,0,1,2,2,6,5503,19547,22180,37998,6.457,22.935,26.024,44.584,57250,0.6,52030,29
"4681",0,0,1277,282,0,28900,2,0,0,1,15,0,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,57250,0.6,52030,2
"4682",0,0,109,48,0,22500,2,0,0,1,3,3,1889,8066,6255,9029,7.484,31.958,24.783,35.774,57250,0.6,52030,9
"4683",3.8,83,1064,203,3,64500,2,1,0,1,4,0,5140,17728,12857,9069,11.475,39.577,28.703,20.246,57250,0.6,52030,6
"4684",0,0,5545,885,2,19700,2,0,1,2,2,6,1127,2369,2402,1076,16.16,33.969,34.442,15.429,57250,0.6,52030,29
"4685",3.8,83,1064,203,3,64500,2,1,0,1,4,0,2819,9028,6896,4714,12.018,38.487,29.398,20.096,57250,0.6,52030,6
"4686",0,0,3152,549,0,23000,2,0,1,1,85,2,662,1120,795,488,21.599,36.542,25.938,15.922,57250,0.6,52030,8
"4687",0,0,1486,249,0,29400,2,0,0,1,1,1,5266,8563,6906,3825,21.441,34.866,28.119,15.574,57250,0.6,52030,18
"4688",0,0,2449,404,0,20700,2,0,1,1,38,0,298,767,1142,752,10.071,25.921,38.594,25.414,57250,0.6,52030,6
"4689",3.7,46,1058,147,0,39900,2,0,0,1,3,0,4559,12587,6786,6806,14.832,40.949,22.077,22.142,57250,0.6,52030,35
"4690",4.1,28,5242,784,4,55800,2,1,0,3,31,12,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,57250,0.6,52030,29
"4691",3.8,83,1064,203,3,64500,2,1,0,1,4,0,6711,35885,53401,70379,4.034,21.569,32.097,42.301,57250,0.6,52030,6
"4692",2,38,1637,237,0,27300,2,0,0,3,0,3,2109,4778,2981,1495,18.56,42.049,26.234,13.157,57250,0.6,52030,16
"4693",0,0,1486,249,0,29400,2,0,0,1,1,1,1085,7601,7852,7014,4.607,32.273,33.339,29.781,57250,0.6,52030,18
"4694",4,79,1060,176,0,25100,2,0,0,1,22,5,4428,15190,8696,6919,12.568,43.113,24.681,19.638,57250,0.6,52030,29
"4695",3.8,83,1064,203,3,64500,2,1,0,1,4,0,7186,9422,8750,5764,23.09,30.274,28.115,18.521,57250,0.6,52030,6
"4696",3.7,393,4340,687,0,23900,2,0,0,1,72,0,160845,155318,173507,747953,12.996,12.55,14.019,60.435,57250,0.6,52030,0
"4697",0,0,2600,391,0.5,20500,2,0,0,2,16,2,4576,16078,14236,12716,9.612,33.773,29.904,26.711,57250,0.6,52030,14
"4698",0,0,2936,458,1,26900,2,0,0,1,6,0,9909,26216,23134,26452,11.561,30.587,26.991,30.862,57250,0.6,52030,21
"4699",4,75,1241,261,0,25500,2,0,0,1,9,0,1495617,1387980,1763571,2064911,22.282,20.679,26.275,30.764,57250,0.6,52030,19
"4700",3.7,68,4937,714,0,34100,2,0,1,3,83,0,4820,18456,10666,5288,12.287,47.046,27.188,13.479,57250,0.6,52030,10
"4701",3.5,19,630,91,0,19000,2,0,0,1,18,0,3709,13581,10085,4584,11.605,42.495,31.556,14.343,57250,0.6,52030,14
"4702",2,86,910,226,0,16000,2,0,1,1,63,0,16569,40464,53440,38938,11.09,27.082,35.767,26.061,57250,0.6,52030,14
"4703",3.7,345,3883,687,0,21200,2,0,1,2,12,21,9909,26216,23134,26452,11.561,30.587,26.991,30.862,57250,0.6,52030,32
"4704",0,0,2600,391,0.5,20500,2,0,0,2,16,2,2284,5093,4200,1630,17.294,38.563,31.801,12.342,57250,0.6,52030,14
"4705",0,0,879,193,0,46200,2,0,0,1,37,0,327,1453,2052,1415,6.232,27.692,39.108,26.968,57250,0.6,52030,5
"4706",3.2,1062,3881,635,0,32200,2,0,1,2,18,0,272,389,502,260,19.115,27.337,35.278,18.271,57250,0.6,52030,21
"4707",2,86,910,226,0,16000,2,0,1,1,63,0,7661,12576,10354,4852,21.615,35.482,29.213,13.69,57250,0.6,52030,14
"4708",3.8,0,1048,212,0,20700,2,0,0,1,1,105,349434,358305,410360,471989,21.976,22.534,25.807,29.683,57250,0.6,52030,309
"4709",2,86,910,226,0,16000,2,0,1,1,63,0,7551,13755,12127,7877,18.279,33.297,29.356,19.068,57250,0.6,52030,14
"4710",3.6,104,425,78,0,22200,2,0,0,1,12,8,11761,26855,26862,18656,13.979,31.919,31.928,22.174,57250,0.6,52030,22
"4711",5,51,1292,277,0,26000,2,0,0,2,14,10,3278,12445,10415,9321,9.244,35.097,29.372,26.287,57250,0.6,52030,21
"4712",2,86,910,226,0,16000,2,0,1,1,63,0,11615,29508,33941,19314,12.307,31.266,35.963,20.465,57250,0.6,52030,14
"4713",3.5,0,280,96,0,30000,2,0,0,1,44,0,13622,39363,29893,20846,13.133,37.95,28.82,20.098,57250,0.6,52030,1
"4714",0,0,2659,444,0,19300,2,0,0,1,39,0,3879,9387,7335,4406,15.512,37.537,29.332,17.619,57250,0.6,52030,13
"4715",3.9,292,4635,686,3,38100,2,0,0,2,21,4,261022,248174,222786,173169,28.837,27.418,24.613,19.132,57250,0.6,52030,4
"4716",3.5,0,280,96,0,30000,2,0,0,1,44,0,2335,5278,2802,1109,20.262,45.8,24.314,9.623,57250,0.6,52030,1
"4717",0,0,5545,885,2,19700,2,0,1,2,2,6,3278,12445,10415,9321,9.244,35.097,29.372,26.287,57250,0.6,52030,29
"4718",3.5,0,280,96,0,30000,2,0,0,1,44,0,4245,17897,13217,7978,9.795,41.297,30.498,18.409,57250,0.6,52030,1
"4719",5,59,1600,289,2,64500,2,0,1,1,48,12,2928,6146,5146,2413,17.604,36.951,30.938,14.507,57250,0.6,52030,12
"4720",0,0,1293,272,0,32700,2,0,0,1,63,0,10684,22738,22476,14875,15.096,32.128,31.758,21.018,57250,0.6,52030,9
"4721",3.8,83,1064,203,3,64500,2,1,0,1,4,0,2335,5278,2802,1109,20.262,45.8,24.314,9.623,57250,0.6,52030,6
"4722",1.9,160,3147,458,0,64500,2,0,1,1,28,0,659,2597,1195,737,12.702,50.058,23.034,14.206,57250,0.6,52030,22
"4723",0,0,5545,885,2,19700,2,0,1,2,2,6,7186,9422,8750,5764,23.09,30.274,28.115,18.521,57250,0.6,52030,29
"4724",0,0,577,158,2,27200,2,0,0,1,35,0,578,2782,2636,2402,6.883,33.127,31.388,28.602,57250,0.6,52030,3
"4725",0,0,5545,885,2,19700,2,0,1,2,2,6,5649,28318,31686,27369,6.073,30.442,34.063,29.422,57250,0.6,52030,29
"4726",3.8,83,1064,203,3,64500,2,1,0,1,4,0,2667,12006,10293,16966,6.36,28.632,24.547,40.461,57250,0.6,52030,6
"4727",3.9,47,1923,267,2,28100,2,0,0,1,12,13,2879,13963,13967,9035,7.226,35.044,35.054,22.676,57250,0.6,52030,44
"4728",3.9,47,1923,267,2,28100,2,0,0,1,12,13,4821,19507,10056,9339,11.026,44.615,22.999,21.359,57250,0.6,52030,44
"4729",0,0,3152,549,0,23000,2,0,1,1,85,2,4382,5881,5392,2876,23.647,31.736,29.097,15.52,57250,0.6,52030,8
"4730",3.4,32,799,191,0,23600,2,0,0,1,2,25,84024,83389,135018,366564,12.56,12.465,20.182,54.793,57250,0.6,52030,25
"4731",3.6,101,758,212,0,26200,2,0,0,1,39,0,48466,148088,199553,291365,7.05,21.541,29.027,42.382,57250,0.6,52030,12
"4732",4,0,5755,897,4,35700,2,1,0,2,9,17,9797,28238,35148,23153,10.17,29.312,36.485,24.034,57250,0.6,52030,29
"4733",3.5,0,280,96,0,30000,2,0,0,1,44,0,3278,12445,10415,9321,9.244,35.097,29.372,26.287,57250,0.6,52030,1
"4734",3.5,0,280,96,0,30000,2,0,0,1,44,0,6711,35885,53401,70379,4.034,21.569,32.097,42.301,57250,0.6,52030,1
"4735",0,0,2829,427,3,64900,2,0,0,3,12,0,9797,28238,35148,23153,10.17,29.312,36.485,24.034,57250,0.6,52030,9
"4736",0,0,636,187,0,32500,2,0,0,1,12,0,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,57250,0.6,52030,7
"4737",2,38,1637,237,0,27300,2,0,0,3,0,3,894,2640,1180,685,16.559,48.898,21.856,12.688,57250,0.6,52030,16
"4738",3.6,0,1216,209,0,27500,2,0,0,1,22,3,4428,15190,8696,6919,12.568,43.113,24.681,19.638,57250,0.6,52030,26
"4739",0,0,2600,391,0.5,20500,2,0,0,2,16,2,3346,7709,5352,3003,17.239,39.717,27.573,15.471,57250,0.6,52030,14
"4740",3.4,1151,5884,836,0,28900,2,0,1,2,12,1,6114,16856,16803,15317,11.098,30.597,30.501,27.804,57250,0.6,52030,18
"4741",0,0,1198,258,3,80000,2,1,1,3,9,3,14604,37364,35017,36170,11.858,30.339,28.433,29.369,57250,0.6,52030,28
"4742",3.7,345,3883,687,0,21200,2,0,1,2,12,21,2667,12006,10293,16966,6.36,28.632,24.547,40.461,57250,0.6,52030,32
"4743",0,0,2201,357,0,21000,2,0,1,1,83,0,7819,25821,22917,15092,10.913,36.038,31.985,21.064,57250,0.6,52030,4
"4744",3.6,290,4550,736,0,31500,2,0,1,2,1,33,9797,28238,35148,23153,10.17,29.312,36.485,24.034,57250,0.6,52030,93
"4745",0,0,5545,885,2,19700,2,0,1,2,2,6,2819,9028,6896,4714,12.018,38.487,29.398,20.096,57250,0.6,52030,29
"4746",0,0,2201,357,0,21000,2,0,1,1,83,0,3689,10554,7553,2954,14.905,42.642,30.517,11.935,57250,0.6,52030,4
"4747",0,0,2201,357,0,21000,2,0,1,1,83,0,1165,7059,8293,5419,5.311,32.18,37.805,24.704,57250,0.6,52030,4
"4748",0,0,2936,458,1,26900,2,0,0,1,6,0,5649,28318,31686,27369,6.073,30.442,34.063,29.422,57250,0.6,52030,21
"4749",0,0,2600,391,0.5,20500,2,0,0,2,16,2,2214,3643,2800,1209,22.441,36.925,28.38,12.254,57250,0.6,52030,14
"4750",0,0,2936,458,1,26900,2,0,0,1,6,0,4022,7249,6726,5090,17.421,31.399,29.133,22.047,57250,0.6,52030,21
"4751",4.1,0,1909,337,0,19700,2,0,0,1,26,7,1165,7059,8293,5419,5.311,32.18,37.805,24.704,57250,0.6,52030,12
"4752",0,0,643,135,2,33000,2,0,1,1,15,0,5297,8879,7058,3992,20.998,35.198,27.979,15.825,57250,0.6,52030,16
"4753",3.7,345,3883,687,0,21200,2,0,1,2,9,1,3973,7108,4797,1372,23.032,41.206,27.809,7.954,57250,0.6,52030,21
"4754",0,0,643,135,2,33000,2,0,1,1,15,0,8531,13255,10046,4924,23.21,36.062,27.332,13.396,57250,0.6,52030,16
"4755",4.3,70,4190,573,3,39200,2,1,0,2,8,17,3457,5744,6336,4128,17.579,29.209,32.22,20.992,57250,0.6,52030,51
"4756",3.8,0,2973,509,7,106800,2,1,0,3,6,4,84024,83389,135018,366564,12.56,12.465,20.182,54.793,57250,0.6,52030,10
"4757",3.7,345,3883,687,0,21200,2,0,1,2,9,1,12257,57736,36828,41825,8.246,38.841,24.776,28.137,57250,0.6,52030,21
"4758",4.1,29,2188,353,0,18600,2,0,0,1,78,8,39097,89494,84417,61885,14.223,32.556,30.709,22.512,57250,0.6,52030,8
"4759",3.7,0,1161,194,0.5,17300,2,0,0,1,26,17,36063,101997,84568,101712,11.119,31.448,26.074,31.36,57250,0.6,52030,18
"4760",3.7,0,1161,194,0.5,17300,2,0,0,1,26,17,1298,2735,1749,897,19.434,40.949,26.187,13.43,57250,0.6,52030,18
"4761",3.7,345,3883,687,0,21200,2,0,1,2,12,21,7186,9422,8750,5764,23.09,30.274,28.115,18.521,57250,0.6,52030,32
"4762",3.8,83,1064,203,3,64500,2,1,0,1,4,0,12257,57736,36828,41825,8.246,38.841,24.776,28.137,57250,0.6,52030,6
"4763",0,0,2505,386,0,27800,2,0,0,1,1,5,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,57250,0.6,52030,132
"4764",0,0,5545,885,2,19700,2,0,1,2,2,6,452496,1101156,1638413,1612159,9.419,22.921,34.104,33.557,57250,0.6,52030,29
"4765",3.8,83,1064,203,3,64500,2,1,0,1,4,0,34900,70682,118091,156722,9.175,18.581,31.044,41.2,57250,0.6,52030,6
"4766",0,0,1229,271,0,18700,2,0,0,1,52,0,1646,9432,4961,3665,8.354,47.868,25.178,18.6,57250,0.6,52030,4
"4767",3.4,92,1219,255,0,39300,2,0,0,2,7,3,5649,10468,6941,2250,22.321,41.362,27.426,8.89,57250,0.6,52030,21
"4768",0,0,5545,885,2,19700,2,0,1,2,2,6,4022,7249,6726,5090,17.421,31.399,29.133,22.047,57250,0.6,52030,29
"4769",4,0,5755,897,4,35700,2,1,0,2,9,17,10684,22738,22476,14875,15.096,32.128,31.758,21.018,57250,0.6,52030,29
"4770",0,0,2449,404,0,20700,2,0,1,1,38,0,6455,16946,16057,7465,13.757,36.114,34.22,15.909,57250,0.6,52030,6
"4771",3.7,345,3883,687,0,21200,2,0,1,2,9,1,1792,3256,2757,836,20.738,37.681,31.906,9.675,57250,0.6,52030,21
"4772",0,0,312,97,0,22600,2,0,0,1,70,0,12177,41251,45141,64994,7.445,25.22,27.599,39.736,57250,0.6,52030,12
"4773",0,0,3152,549,0,23000,2,0,1,1,85,2,3077,5953,2970,1326,23.09,44.672,22.287,9.95,57250,0.6,52030,8
"4774",0,0,844,185,2,58400,2,1,0,1,28,0,3211,8951,9453,4251,12.414,34.605,36.546,16.435,57250,0.6,52030,14
"4775",0,0,3713,603,0,54100,2,0,0,2,16,0,160845,155318,173507,747953,12.996,12.55,14.019,60.435,57250,0.6,52030,25
"4776",1.7,151,2548,477,0.3,21400,2,0,0,1,1,7,45849,106106,132685,125993,11.165,25.84,32.312,30.683,57250,0.6,52030,27
"4777",5,51,1292,277,0,26000,2,0,0,2,14,10,3022,5758,3626,1740,21.363,40.704,25.633,12.3,57250,0.6,52030,21
"4778",0,0,2600,391,0.5,20500,2,0,0,2,16,2,7574,15554,14523,15464,14.26,29.284,27.343,29.114,57250,0.6,52030,14
"4779",3.5,91,2359,372,2,37500,2,0,0,3,82,0,1900892,3569454,3342291,4691446,14.076,26.432,24.75,34.741,57250,0.6,52030,0
"4780",3.8,83,1064,203,3,64500,2,1,0,1,4,0,1127,2369,2402,1076,16.16,33.969,34.442,15.429,57250,0.6,52030,6
"4781",3.4,1151,5884,836,0,28900,2,0,1,2,12,1,4711,17935,7801,4859,13.343,50.799,22.095,13.763,57250,0.6,52030,18
"4782",3,28,1132,244,0,17300,2,0,0,1,90,4,3250,8188,7221,4154,14.246,35.892,31.653,18.209,57250,0.6,52030,14
"4783",4,43,5787,876,18,30900,2,0,0,1,2,3,14881,52410,55665,81047,7.295,25.691,27.286,39.728,57250,0.6,52030,15
"4784",5,51,1292,277,0,26000,2,0,0,2,14,10,1792,3256,2757,836,20.738,37.681,31.906,9.675,57250,0.6,52030,21
"4785",0,0,2936,458,1,26900,2,0,0,1,6,0,1792,3256,2757,836,20.738,37.681,31.906,9.675,57250,0.6,52030,21
"4786",2,86,910,226,0,16000,2,0,1,1,63,0,121,369,312,189,12.21,37.235,31.483,19.072,57250,0.6,52030,14
"4787",0,0,5545,885,2,19700,2,0,1,2,2,6,2748,8656,5152,2410,14.489,45.64,27.164,12.707,57250,0.6,52030,29
"4788",0,0,1816,295,0,14700,2,0,0,2,31,14,7256,13025,14064,8805,16.816,30.185,32.593,20.406,57250,0.6,52030,25
"4789",3.7,28,508,133,0,20600,2,0,0,2,9,40,327,1453,2052,1415,6.232,27.692,39.108,26.968,57250,0.6,52030,87
"4790",3.9,37,6433,977,0,19100,2,0,0,1,44,3,13674,58296,64638,47164,7.441,31.722,35.173,25.664,57250,0.6,52030,3
"4791",4.3,74,1051,208,0,18900,2,0,1,2,8,12,1564,5023,5635,2453,10.658,34.228,38.399,16.716,57250,0.6,52030,29
"4792",3.9,37,6433,977,0,19100,2,0,0,1,44,3,2659,6814,8820,4475,11.679,29.928,38.739,19.655,57250,0.6,52030,3
"4793",3.9,37,6433,977,0,19100,2,0,0,1,44,3,11240,35173,27690,15602,12.53,39.21,30.868,17.393,57250,0.6,52030,3
"4794",3.1,108,2006,292,0,26200,2,0,1,1,10,2,11066,46403,44080,43656,7.621,31.957,30.357,30.065,57250,0.6,52030,20
"4795",0,0,339,56,0,44700,2,0,0,1,7,12,160845,155318,173507,747953,12.996,12.55,14.019,60.435,57250,0.6,52030,83
"4796",3.9,37,6433,977,0,19100,2,0,0,1,44,3,7395,21656,18982,16472,11.464,33.573,29.427,25.536,57250,0.6,52030,3
"4797",3.8,83,1064,203,3,64500,2,1,0,1,4,0,13622,39363,29893,20846,13.133,37.95,28.82,20.098,57250,0.6,52030,6
"4798",3.5,45,3995,627,0,22500,2,0,0,1,66,0,1495617,1387980,1763571,2064911,22.282,20.679,26.275,30.764,57250,0.6,52030,7
"4799",5,51,1292,277,0,26000,2,0,0,2,14,10,4022,7249,6726,5090,17.421,31.399,29.133,22.047,57250,0.6,52030,21
"4800",0,0,1293,272,0,32700,2,0,0,1,63,0,857,4533,4982,3022,6.398,33.844,37.196,22.562,57250,0.6,52030,9
"4801",3.7,345,3883,687,0,21200,2,0,1,2,12,21,4022,7249,6726,5090,17.421,31.399,29.133,22.047,57250,0.6,52030,32
"4802",3.7,345,3883,687,0,21200,2,0,1,2,12,21,452496,1101156,1638413,1612159,9.419,22.921,34.104,33.557,57250,0.6,52030,32
"4803",0,0,5545,885,2,19700,2,0,1,2,2,6,7186,9422,8750,5764,23.09,30.274,28.115,18.521,57250,0.6,52030,29
"4804",0,0,5545,885,2,19700,2,0,1,2,2,6,5649,28318,31686,27369,6.073,30.442,34.063,29.422,57250,0.6,52030,29
"4805",2,38,1637,237,0,27300,2,0,0,3,0,3,349434,358305,410360,471989,21.976,22.534,25.807,29.683,57250,0.6,52030,16
"4806",0,0,2936,458,1,26900,2,0,0,1,6,0,2667,12006,10293,16966,6.36,28.632,24.547,40.461,57250,0.6,52030,21
"4807",3.9,47,1923,267,2,28100,2,0,0,1,12,13,2231,5901,3612,3296,14.834,39.235,24.016,21.915,57250,0.6,52030,44
"4808",5,100,3014,564,0,16600,2,0,0,1,49,0,6428,14206,15259,8778,14.39,31.801,34.159,19.65,57250,0.6,52030,12
"4809",3.7,345,3883,687,0,21200,2,0,1,2,9,1,2819,9028,6896,4714,12.018,38.487,29.398,20.096,57250,0.6,52030,21
"4810",3.7,345,3883,687,0,21200,2,0,1,2,9,1,5140,17728,12857,9069,11.475,39.577,28.703,20.246,57250,0.6,52030,21
"4811",3.5,0,280,96,0,30000,2,0,0,1,44,0,6331,12791,10804,9857,15.914,32.152,27.157,24.777,57250,0.6,52030,1
"4812",0,0,2936,458,1,26900,2,0,0,1,6,0,3022,5758,3626,1740,21.363,40.704,25.633,12.3,57250,0.6,52030,21
"4813",3.9,99,1333,196,0,24500,2,0,0,1,42,0,34909,123672,75552,70392,11.463,40.611,24.81,23.115,57250,0.6,52030,16
"4814",3.8,157,2092,360,0,38400,2,0,1,1,32,0,51469,154724,151203,211692,9.044,27.188,26.569,37.198,57250,0.6,52030,30
"4815",0,0,2936,458,1,26900,2,0,0,1,6,0,4245,17897,13217,7978,9.795,41.297,30.498,18.409,57250,0.6,52030,21
"4816",0,0,5545,885,2,19700,2,0,1,2,2,6,3555,7363,4764,1935,20.179,41.795,27.042,10.984,57250,0.6,52030,29
"4817",0,0,2829,427,3,64900,2,0,0,3,12,0,1322,2586,1204,615,23.084,45.155,21.023,10.739,57250,0.6,52030,9
"4818",3.6,218,1803,317,0.5,28200,2,0,0,2,57,0,71278,126062,112025,115960,16.758,29.639,26.339,27.264,57250,0.6,52030,1
"4819",3.5,0,280,96,0,30000,2,0,0,1,44,0,586,4148,4754,4180,4.287,30.348,34.782,30.582,57250,0.6,52030,1
"4820",3.5,0,280,96,0,30000,2,0,0,1,44,0,1428,3404,1996,1188,17.814,42.465,24.9,14.82,57250,0.6,52030,1
"4821",3,28,1132,244,0,17300,2,0,0,1,90,4,7211,24610,20267,22794,9.63,32.865,27.065,30.44,57250,0.6,52030,14
"4822",3.5,19,630,91,0,19000,2,0,0,1,18,0,6614,27935,15673,12814,10.492,44.316,24.864,20.328,57250,0.6,52030,14
"4823",0,0,2600,391,0.5,20500,2,0,0,2,16,2,1716,3139,2669,1052,20.009,36.602,31.122,12.267,57250,0.6,52030,14
"4824",4,71,1853,304,0,33500,2,0,0,1,31,11,84024,83389,135018,366564,12.56,12.465,20.182,54.793,57250,0.6,52030,32
"4825",0,0,1816,295,0,14700,2,0,0,2,31,14,200,851,798,427,8.787,37.39,35.062,18.761,57250,0.6,52030,25
"4826",0,0,829,200,0,30600,2,0,0,1,92,0,7864,30723,46723,109822,4.03,15.745,23.944,56.281,57250,0.6,52030,20
"4827",0,0,829,200,0,30600,2,0,0,1,92,0,1054,1998,1590,1270,17.828,33.796,26.894,21.482,57250,0.6,52030,20
"4828",0,0,3071,493,0,18100,2,0,0,1,72,0,11761,26855,26862,18656,13.979,31.919,31.928,22.174,57250,0.6,52030,9
"4829",3,28,1132,244,0,17300,2,0,0,1,90,4,4235,10190,9806,7497,13.348,32.117,30.906,23.629,57250,0.6,52030,14
"4830",0,0,5545,885,2,19700,2,0,1,2,2,6,953,3343,3820,2141,9.291,32.592,37.243,20.874,57250,0.6,52030,29
"4831",0,0,1293,272,0,32700,2,0,0,1,63,0,9797,28238,35148,23153,10.17,29.312,36.485,24.034,57250,0.6,52030,9
"4832",0,0,5545,885,2,19700,2,0,1,2,2,6,3973,7108,4797,1372,23.032,41.206,27.809,7.954,57250,0.6,52030,29
"4833",4.5,0,2122,367,0,21800,2,0,1,2,65,11,3689,10554,7553,2954,14.905,42.642,30.517,11.935,57250,0.6,52030,11
"4834",5,51,1292,277,0,26000,2,0,0,2,14,10,5503,19547,22180,37998,6.457,22.935,26.024,44.584,57250,0.6,52030,21
"4835",3.5,0,280,96,0,30000,2,0,0,1,44,0,3973,7108,4797,1372,23.032,41.206,27.809,7.954,57250,0.6,52030,1
"4836",3.7,345,3883,687,0,21200,2,0,1,2,12,21,5649,28318,31686,27369,6.073,30.442,34.063,29.422,57250,0.6,52030,32
"4837",3.5,0,280,96,0,30000,2,0,0,1,44,0,34900,70682,118091,156722,9.175,18.581,31.044,41.2,57250,0.6,52030,1
"4838",0,0,793,178,2,72300,2,0,0,3,2,40,2501,9642,6290,4135,11.082,42.724,27.871,18.322,57250,0.6,52030,139
"4839",0,0,1293,272,0,32700,2,0,0,1,63,0,2928,6146,5146,2413,17.604,36.951,30.938,14.507,57250,0.6,52030,9
"4840",0,0,1282,273,0,37600,2,0,0,1,21,0,1889,8066,6255,9029,7.484,31.958,24.783,35.774,57250,0.6,52030,8
"4841",0,0,758,112,2,48600,2,1,1,2,38,0,1322,2586,1204,615,23.084,45.155,21.023,10.739,57250,0.6,52030,1
"4842",0,0,4492,621,1,80800,2,0,0,3,35,20,10684,22738,22476,14875,15.096,32.128,31.758,21.018,57250,0.6,52030,45
"4843",3.8,83,1064,203,3,64500,2,1,0,1,4,0,2748,8656,5152,2410,14.489,45.64,27.164,12.707,57250,0.6,52030,6
"4844",2,38,1637,237,0,27300,2,0,0,3,0,3,2273,9899,14600,24144,4.464,19.442,28.675,47.419,57250,0.6,52030,16
"4845",0,0,2936,458,1,26900,2,0,0,1,6,0,5503,19547,22180,37998,6.457,22.935,26.024,44.584,57250,0.6,52030,21
"4846",3.8,83,1064,203,3,64500,2,1,0,1,4,0,452496,1101156,1638413,1612159,9.419,22.921,34.104,33.557,57250,0.6,52030,6
"4847",0,0,974,168,0,52900,2,0,0,3,14,6,6055,10752,9645,4238,19.73,35.034,31.427,13.809,57250,0.6,52030,30
"4848",3.6,56,2902,476,0,23000,2,0,0,2,90,2,1955,6531,4060,2971,12.599,42.089,26.165,19.147,57250,0.6,52030,28
"4849",3.8,83,1064,203,3,64500,2,1,0,1,4,0,1428,3404,1996,1188,17.814,42.465,24.9,14.82,57250,0.6,52030,6
"4850",0,0,1229,271,0,18700,2,0,0,1,52,0,3515,12177,9435,4433,11.891,41.194,31.918,14.997,57250,0.6,52030,4
"4851",0,0,1229,271,0,18700,2,0,0,1,52,0,29451,112932,144005,100674,7.609,29.177,37.205,26.01,57250,0.6,52030,4
"4852",3.7,345,3883,687,0,21200,2,0,1,2,9,1,953,3343,3820,2141,9.291,32.592,37.243,20.874,57250,0.6,52030,21
"4853",3.7,345,3883,687,0,21200,2,0,1,2,9,1,9909,26216,23134,26452,11.561,30.587,26.991,30.862,57250,0.6,52030,21
"4854",2,30,2837,457,0,43500,2,1,0,3,75,3,6055,10752,9645,4238,19.73,35.034,31.427,13.809,57250,0.6,52030,27
"4855",0,0,1816,295,0,14700,2,0,0,2,31,14,843,2025,1572,889,15.819,38,29.499,16.682,57250,0.6,52030,25
"4856",0,0,1257,182,0,20200,2,1,0,1,43,0,20332,71859,104912,110129,6.618,23.389,34.147,35.846,57250,0.6,52030,7
"4857",2.6,91,1233,216,0,22400,2,0,0,1,20,1,1322,2586,1204,615,23.084,45.155,21.023,10.739,57250,0.6,52030,6
"4858",3.8,83,1064,203,3,64500,2,1,0,1,4,0,3022,5758,3626,1740,21.363,40.704,25.633,12.3,57250,0.6,52030,6
"4859",4.1,0,1909,337,0,19700,2,0,0,1,26,7,7819,25821,22917,15092,10.913,36.038,31.985,21.064,57250,0.6,52030,12
"4860",3.7,345,3883,687,0,21200,2,0,1,2,9,1,3555,7363,4764,1935,20.179,41.795,27.042,10.984,57250,0.6,52030,21
"4861",3.7,345,3883,687,0,21200,2,0,1,2,9,1,20867,36262,33652,41124,15.82,27.491,25.512,31.177,57250,0.6,52030,21
"4862",3.7,345,3883,687,0,21200,2,0,1,2,9,1,586,4148,4754,4180,4.287,30.348,34.782,30.582,57250,0.6,52030,21
"4863",0,0,1816,295,0,14700,2,0,0,2,31,14,4300,10649,9943,9829,12.384,30.67,28.637,28.309,57250,0.6,52030,25
"4864",3.9,14,566,99,0,20500,2,0,0,1,20,0,3685,6101,5159,3037,20.493,33.928,28.69,16.889,57250,0.6,52030,26
"4865",0,0,3843,557,0,19100,2,0,0,1,21,0,1495617,1387980,1763571,2064911,22.282,20.679,26.275,30.764,57250,0.6,52030,24
"4866",0,0,5545,885,2,19700,2,0,1,2,2,6,4245,17897,13217,7978,9.795,41.297,30.498,18.409,57250,0.6,52030,29
"4867",0,0,5545,885,2,19700,2,0,1,2,2,6,6815,22866,39236,26258,7.16,24.025,41.225,27.589,57250,0.6,52030,29
"4868",3.8,83,1064,203,3,64500,2,1,0,1,4,0,1374,5612,4862,3130,9.173,37.468,32.461,20.897,57250,0.6,52030,6
"4869",3.7,345,3883,687,0,21200,2,0,1,2,12,21,294,1154,1394,541,8.691,34.112,41.206,15.992,57250,0.6,52030,32
"4870",0,0,3152,549,0,23000,2,0,1,1,85,2,1257,5748,6109,3974,7.356,33.638,35.75,23.256,57250,0.6,52030,8
"4871",0,0,4492,621,1,80800,2,0,0,3,35,20,2928,6146,5146,2413,17.604,36.951,30.938,14.507,57250,0.6,52030,45
